candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw
CEB53AAE8EA4F,Augmented Reality System for Multi-robot Experimentation in Warehouse Logistics,,augmented reality system for multi robot experimentation in warehouse logistics,"Limeira, Marcelo; Piardi, Luis; Kalempa, Vivian Cremer; Schneider, Andre; Leitao, Paulo",,,2020,,"FOURTH IBERIAN ROBOTICS CONFERENCE: ADVANCES IN ROBOTICS, ROBOT 2019, VOL 1",,10.1007/978-3-030-35990-4_26,,10.1007/978-3-030-35990-4_26,"The application of tools as augmented reality has been developing innovative solutions for the industrial scenario. In this context, this work presents an industrial plant of a warehouse, where augmented reality is used to represent virtual loads to be transported by multiple small mobile robots. The results promote an application developed in ROS, with virtual and real objects sharing the same environment, producing an excellent scenario to development and experimentation to new approaches for automation in warehouses or smart factories.",Proceedings Paper,wos:WOS:000627321900026,wos,wos:F06_primary_wos_plaintext_full_record_cited_references.txt,F06_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000627321900026,0,wos,2026-09-13T22:39:35.968406+00:00,unique,unique,,,
C1CFFB8743D82,Blockchain for 5G and beyond networks: A state of the art survey,Blockchain for 5G and beyond networks: A state of the art survey,blockchain for 5g and beyond networks a state of the art survey,Dinh C. Nguyen; Pubudu N. Pathirana; Ming Ding; Aruna Seneviratne,Dinh C. Nguyen; Pubudu N. Pathirana; Ming Ding; Aruna Seneviratne,dinh c. nguyen; pubudu n. pathirana; ming ding; aruna seneviratne,2020,2020,Journal of Network and Computer Applications,Journal of Network and Computer Applications,10.1016/j.jnca.2020.102693,https://doi.org/10.1016/j.jnca.2020.102693,10.1016/j.jnca.2020.102693,,article,openalex:https://openalex.org/W3031802354,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,428,openalex,2026-09-13T22:39:35.927479+00:00,unique,unique,,,
C022E1E716710,Cooperative Aerial Manipulation with Decentralized Adaptive Force-Consensus Control,,cooperative aerial manipulation with decentralized adaptive force consensus control,"Thapa, Sandesh; Bai, He; Acosta, J. A.",,,2020,,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,,10.1007/s10846-019-01048-4,,10.1007/s10846-019-01048-4,"In this paper, we consider multiple quacopter aerial robots and develop a decentralized adaptive controller to cooperatively manipulate a payload. We assume that the mass of the payload is not available to the controller. The developed decentralized adaptive controller employs a consensus algorithm based on connected graphs to ensure that the estimated mass from every agent adds up-to the actual mass of the payload and each agent gets an equal share of the payload's mass. Our controller ensures that all quadcopters asymptotically converge to a constant reference velocity. It also ensures that all of the forces applied to the payload converges to desired set-points. Desired thrusts and attitude angles are computed from the control algorithms and a low-level PD controller is implemented to track the desired commands for each quadcopter. We validate the effectiveness of the controllers in numerical simulations.",Article,wos:WOS:000512052700013,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000512052700013,35,wos,2026-09-13T22:39:35.967573+00:00,unique,unique,,,
C5C3EC0DA7BED,Decentralized Collision Avoidance and Motion Planning for Multi-Robot Deformable Payload Transport Systems,Decentralized Collision Avoidance and Motion Planning for Multi-Robot Deformable Payload Transport Systems,decentralized collision avoidance and motion planning for multi robot deformable payload transport systems,Yahnit Sirineni; Rahul Tallamraju; Abhay Rawat; Kamalakar Karlapalem,Yahnit Sirineni; Rahul Tallamraju; Abhay Rawat; Kamalakar Karlapalem,yahnit sirineni; rahul tallamraju; abhay rawat; kamalakar karlapalem,2020,2020,"2020 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)","2020 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",10.1109/ssrr50563.2020.9292636,10.1109/ssrr50563.2020.9292636,10.1109/ssrr50563.2020.9292636,,proceedings-article,crossref:10.1109/ssrr50563.2020.9292636,crossref,crossref,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,pending,,,3,crossref,2026-09-13T22:39:35.792035+00:00,unique,unique,,,
C090313B4F001,Decentralized PD Control for Multi-Robot Collective Transport to a Target Location Using Minimal Information,,decentralized pd control for multi robot collective transport to a target location using minimal information,"Farivarnejad, Hamed; Berman, Spring",,,2020,,UNMANNED SYSTEMS TECHNOLOGY XXII,,10.1117/12.2560220,,10.1117/12.2560220,"In this paper, we propose decentralized position controllers for a team of point-mass robots that must cooperatively transport a payload to a target location. The robots have double-integrator dynamics and are rigidly attached to the payload. The controllers only require robots' measurements of their own positions and velocities, and the only information provided to the robots is the desired position of the payload's center of mass. We consider scenarios in which the robots do not know the position of the payload's center of mass and try to selfishly stabilize their own positions to the desired location, similar to the behaviors exhibited by certain species of ants when retrieving food items in groups. We propose a proportional-derivative (PD) controller that does not rely on inter-robot communication, prior information about the load dynamics and geometry, or knowledge of the number of robots and their distribution around the payload. Using a Lyapunov argument, we prove that under this control strategy, the payload's center of mass converges to a neighborhood of the desired position. Moreover, we prove that the payload's rotation is bounded, and its angular velocity converges to zero. We show that the error between the steady-state position of the payload's center of mass and its desired position depends on the robots' distribution around the payload's center of mass, with a uniform distribution resulting in the lowest steady-state error. We validate our theoretical results with simulations in MATLAB.",Proceedings Paper,wos:WOS:000590020700004,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000590020700004,2,wos,2026-09-13T22:39:35.967492+00:00,unique,unique,,,
CE5E97DAA1583,Distributed Control for Cooperative Manipulation With Event-Triggered Communication,Distributed Control for Cooperative Manipulation With Event-Triggered Communication,distributed control for cooperative manipulation with event triggered communication,Pablo Budde gen. Dohmann; Sandra Hirche,Pablo Budde gen. Dohmann; Sandra Hirche,pablo budde gen. dohmann; sandra hirche,2020,2020,IEEE Transactions on Robotics,IEEE Transactions on Robotics,10.1109/tro.2020.2973096,10.1109/tro.2020.2973096,10.1109/tro.2020.2973096,,journal-article,crossref:10.1109/tro.2020.2973096,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,82,crossref,2026-09-13T22:39:35.906247+00:00,unique,unique,,,
CED024A355045,Distributed Near-optimal Multi-robots Coordination in Heterogeneous Task Allocation,,distributed near optimal multi robots coordination in heterogeneous task allocation,"Li, Qinyuan; Li, Minyi; Vo, Bao Quoc; Kowalczyk, Ryszard",,,2020,,2020 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,10.1109/iros45743.2020.9341652,,10.1109/iros45743.2020.9341652,"This paper explores the heterogeneous task allocation problem in Multi-robot systems. A game-theoretic formulation of the problem is proposed to align the goal of individual robots with the system objective. The concept of Nash equilibrium is applied to define a desired solution for the task allocation problem in which each robot can allocate itself to an appropriate task group. We also introduce a market-based distributed mechanism, called DisNE, to allow the robots to exchange messages with tasks and move between task groups, eventually reaching an equilibrium solution. We carry out comprehensive empirical studies to demonstrate that DisNE achieves near-optimal system utility in significantly shorter computation times when compared with the state-of-the-art mechanisms.",Proceedings Paper,wos:WOS:000714033802041,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt;wos:F03_primary_wos_plaintext_full_record_cited_references.txt,F02_primary;F03_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000714033802041,16,wos,2026-09-13T22:39:35.959375+00:00,unique,unique,,,
C8B3CD04DD333,GEOMOVE: Detached AGVs for Cooperative Transportation of Large and Heavy Loads in the Aeronautic Industry,GEOMOVE: Detached AGVs for Cooperative Transportation of Large and Heavy Loads in the Aeronautic Industry,geomove detached agvs for cooperative transportation of large and heavy loads in the aeronautic industry,Carlos Rizzo; Angel Lagrana; Daniel Serrano,"Rizzo, C.; Lagrana, A.; Serrano, D.","rizzo, c.; lagrana, a.; serrano, d.",2020,2020,2020 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),ICARSC,10.1109/icarsc49921.2020.9096078,10.1109/ICARSC49921.2020.9096078,10.1109/icarsc49921.2020.9096078,,proceedings-article,crossref:10.1109/icarsc49921.2020.9096078,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,pending,L030,,17,crossref,2026-09-13T22:39:35.708584+00:00,unique,unique,,,"{""authors"": ""Rizzo, C.; Lagrana, A.; Serrano, D."", ""doi"": ""10.1109/ICARSC49921.2020.9096078"", ""legacy_seed_id"": ""L030"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""GEOMOVE: Detached AGVs for Cooperative Transportation of Large and Heavy Loads in the Aeronautic Industry"", ""venue"": ""ICARSC"", ""verification_status"": ""unverified_seed"", ""year"": ""2020""}"
C0BD5EF1152AC,Homotopic Approach for Robot Allocation Optimization Coupled With Path Constraints,,homotopic approach for robot allocation optimization coupled with path constraints,"Yao, Weiran; Qi, Naiming; Liu, Yongbei; Xu, Song; Du, Desong",,,2020,,IEEE ROBOTICS AND AUTOMATION LETTERS,,10.1109/lra.2019.2944060,,10.1109/lra.2019.2944060,"This letter investigates a special task allocation problem with constraints of path planning. The path planning process involved is defined as the follow-up step of task allocation. The allocation problem is coupled with path constraints, which will affect the utility of allocation solution. A homotopic approach featuring two homotopy primitives is proposed to resolve the complexity caused by the coupling between task allocation and path planning. Reference paths generated by the homotopic approach are transformed to desired task bundles for robots via transformation functions. A distributed task allocation architecture with market mechanism is employed to make consensus on task allocation solution in multi-robot. Simulation results validate the performance of the proposed methods comparing with conventional allocation methods.",Article,wos:WOS:000500015900002,wos,wos:F04_primary_wos_plaintext_full_record_cited_references.txt,F04_primary,metadata_verified,metadata_verified,not_evidence,pending,,WOS:000500015900002,6,wos,2026-09-13T22:39:35.964110+00:00,unique,unique,,,
CF4784EA79B55,ICIEA 2020 Breaker Page,ICIEA 2020 Breaker Page,iciea 2020 breaker page,,,,2020,2020,,,10.1109/iciea48937.2020.9248094,https://doi.org/10.1109/iciea48937.2020.9248094,10.1109/iciea48937.2020.9248094,,conference-paper,openalex:https://openalex.org/W4255135333,openalex,openalex,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,pending,,,0,openalex,2026-09-13T22:39:35.814217+00:00,unique,unique,,,
C50DEEC6018D6,"Millimeter-Wave Communication for Internet of Vehicles: Status, Challenges, and Perspectives","Millimeter-Wave Communication for Internet of Vehicles: Status, Challenges, and Perspectives",millimeter wave communication for internet of vehicles status challenges and perspectives,Kayhan Zrar Ghafoor; Linghe Kong; Sherali Zeadally; Ali Safaa Sadiq; Gregory Epiphaniou; Mohammad Hammoudeh; Ali Kashif Bashir; Shahid Mumtaz,Kayhan Zrar Ghafoor; Linghe Kong; Sherali Zeadally; Ali Safaa Sadiq; Gregory Epiphaniou; Mohammad Hammoudeh; Ali Kashif Bashir; Shahid Mumtaz,kayhan zrar ghafoor; linghe kong; sherali zeadally; ali safaa sadiq; gregory epiphaniou; mohammad hammoudeh; ali kashif bashir; shahid mumtaz,2020,2020,IEEE Internet of Things Journal,IEEE Internet of Things Journal,10.1109/jiot.2020.2992449,https://doi.org/10.1109/jiot.2020.2992449,10.1109/jiot.2020.2992449,,article,openalex:https://openalex.org/W3023867911,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,pending,,,208,openalex,2026-09-13T22:39:35.927257+00:00,unique,unique,,,
